token_id,sequence_id,region_id,x,y,tier_id,size
76469,11,2,528,308,1,50
76477,11,2,536,308,2,50
76580,11,2,527,309,1,50
76586,11,2,533,309,1,50
76606,11,2,553,309,1,50
76824,11,2,543,311,1,50
77405,11,2,542,316,1,50
77579,11,2,594,317,1,50
78530,11,2,584,325,4,50
78888,11,2,592,328,1,50
78889,11,2,593,328,1,50
79859,11,2,531,338,1,50
79892,11,2,564,338,1,50
80092,11,2,583,340,2,50
80111,11,2,517,341,1,50
80875,11,2,515,351,1,50
80884,11,2,524,351,1,50
80958,11,2,528,352,1,50
81159,11,2,533,355,1,50
83225,11,2,516,416,4,50
83446,11,2,480,421,1,50
83585,11,2,515,423,4,50
83654,11,2,480,425,2,50
83756,11,2,476,427,1,50
84491,11,2,498,439,2,50
84743,11,2,497,443,2,50
84806,11,2,499,444,1,50
84957,11,2,467,447,1,50
85192,11,2,473,451,3,50
86151,11,5,595,467,3,50
86892,11,5,621,474,1,50
86992,11,5,604,475,1,50
87020,11,5,479,476,1,50
87235,11,5,613,477,1,50
87870,11,5,584,482,1,50
87902,11,5,616,482,2,50
88460,11,5,627,486,3,50
88671,11,5,558,488,1,50
89654,11,5,591,495,3,50
90167,11,5,578,499,1,50
90690,11,5,584,503,1,50
91216,11,5,594,507,1,50
91654,11,5,639,510,1,50
92461,11,5,538,517,1,50
92670,11,5,617,518,1,50
92855,11,5,542,520,2,50
92971,11,5,474,521,1,50
93153,11,5,577,522,1,50
93287,11,5,577,523,1,50
93594,11,5,619,525,2,50
94227,11,5,625,529,1,50
94561,11,5,615,531,2,50
94984,11,5,529,534,2,50
95171,11,5,551,535,2,50
96474,11,5,565,544,2,50
96563,11,5,523,545,2,50
96612,11,5,572,545,2,50
96860,11,5,562,547,2,50
97264,11,5,589,550,3,50
97498,11,5,578,552,4,50
97980,11,5,581,556,1,50
98081,11,5,566,557,2,50
98195,11,5,566,558,1,50
98420,11,5,565,560,1,50
98785,11,5,603,563,1,50
99889,11,5,577,576,1,50
2425,12,6,193,139,2,50
2683,12,6,221,144,1,50
3328,12,6,206,158,1,50
3591,12,6,197,164,1,50
3697,12,6,206,166,2,50
4074,12,6,167,174,1,50
4366,12,6,200,179,1,50
4471,12,6,198,181,3,50
4757,12,6,181,187,1,50
6224,12,6,176,207,2,50
6245,12,6,197,207,1,50
7335,12,6,199,220,2,50
7490,12,6,178,222,2,50
7767,12,6,186,225,2,50
8313,12,6,204,231,1,50
8326,12,6,217,231,2,50
8327,12,6,218,231,2,50
8407,12,6,215,232,1,50
8484,12,6,209,233,1,50
8694,12,6,178,236,1,50
8775,12,6,180,237,3,50
8850,12,6,176,238,1,50
8867,12,6,193,238,2,50
9125,12,6,206,241,3,50
9297,12,6,209,243,1,50
10109,12,6,210,252,1,50
10526,12,6,232,256,3,50
10986,12,6,176,261,1,50
11888,12,6,223,269,1,50
11894,12,6,229,269,2,50
13727,12,6,155,288,1,50
14043,12,6,235,291,1,50
14197,12,6,205,295,1,50
14724,12,7,767,397,1,50
15158,12,7,774,404,1,50
15570,12,7,793,410,1,50
15801,12,7,773,414,1,50
16133,12,7,749,420,1,50
16194,12,7,750,421,1,50
16451,12,7,746,425,1,50
16518,12,7,743,426,1,50
16519,12,7,744,426,1,50
16534,12,7,759,426,2,50
16537,12,7,762,426,1,50
16737,12,7,750,429,1,50
16949,12,7,744,432,1,50
17324,12,7,739,437,2,50
17719,12,7,790,441,1,50
19684,12,7,674,459,1,50
20325,12,7,829,463,1,50
20453,12,7,829,464,1,50
20711,12,7,833,466,2,50
21397,12,7,773,472,1,50
22298,12,7,774,479,1,50
22490,12,7,829,480,2,50
22789,12,7,655,483,3,50
23085,12,7,655,485,1,50
23680,12,7,829,488,1,50
23882,12,7,665,490,1,50
23895,12,7,678,490,1,50
24107,12,7,758,491,1,50
24110,12,7,761,491,1,50
24152,12,7,803,491,1,50
24463,12,7,775,493,1,50
24975,12,7,766,496,1,50
25568,12,7,807,499,1,50
25741,12,7,800,500,1,50
25930,12,7,810,501,4,50
25933,12,7,813,501,1,50
26277,12,7,808,503,2,50
26967,12,7,671,508,3,50
27507,12,7,768,511,1,50
27957,12,7,746,516,1,50
28066,12,7,750,518,1,50
28070,12,7,754,518,1,50
28073,12,7,757,518,2,50
28171,12,7,761,520,2,50
28321,12,7,756,524,1,50
28394,12,7,764,526,1,50
31174,12,3,738,269,1,50
31415,12,3,851,270,1,50
31774,12,3,822,273,3,50
32009,12,3,797,275,1,50
32307,12,3,834,277,2,50
32448,12,3,844,278,1,50
33166,12,3,756,284,1,50
36085,12,3,748,304,2,50
36474,12,3,841,306,1,50
36915,12,3,837,309,2,50
37368,12,3,842,312,2,50
38115,12,3,845,317,2,50
38119,12,3,849,317,2,50
38260,12,3,844,318,1,50
38558,12,3,849,320,4,50
38757,12,3,760,322,1,50
38824,12,3,827,322,1,50
38866,12,3,726,323,2,50
39137,12,3,854,324,1,50
39147,12,3,726,325,1,50
39188,12,3,767,325,1,50
39335,12,3,776,326,2,50
39644,12,3,845,328,1,50
39729,12,3,825,329,2,50
39739,12,3,835,329,2,50
39919,12,3,806,331,4,50
40284,12,3,764,335,2,50
40551,12,3,836,337,2,50
40660,12,3,848,338,3,50
40852,12,3,849,340,1,50
41563,12,3,809,348,1,50
41786,12,3,842,350,1,50
42207,12,3,798,355,1,50
42522,12,3,827,359,1,50
44316,12,1,242,340,1,50
44562,12,1,145,343,1,50
44669,12,1,149,344,1,50
44981,12,1,145,347,1,50
45542,12,1,181,352,2,50
45610,12,1,145,353,1,50
45645,12,1,180,353,2,50
45923,12,1,270,355,1,50
45991,12,1,190,356,2,50
46378,12,1,226,359,2,50
46553,12,1,271,360,4,50
46766,12,1,197,362,1,50
46816,12,1,262,362,2,50
46892,12,1,185,363,2,50
47033,12,1,183,364,2,50
47225,12,1,228,365,1,50
47229,12,1,232,365,1,50
47339,12,1,188,366,3,50
47410,12,1,259,366,1,50
47479,12,1,173,367,1,50
48006,12,1,235,370,1,50
48158,12,1,232,371,3,50
48192,12,1,266,371,1,50
48220,12,1,294,371,2,50
48744,12,1,190,375,3,50
50710,12,1,159,388,1,50
51075,12,1,183,391,1,50
52178,12,1,179,403,2,50
52391,12,1,230,405,3,50
52411,12,1,250,405,4,50
52702,12,1,226,409,1,50
52939,12,1,249,412,1,50
54671,12,1,269,433,4,50
54860,12,1,247,436,1,50
55023,12,1,244,439,1,50
55027,12,1,248,439,1,50
55028,12,1,249,439,2,50
55140,12,1,241,442,1,50
55957,12,1,267,459,2,50
56286,12,1,245,465,2,50
56330,12,1,236,466,2,50
56484,12,1,246,469,1,50
56518,12,1,236,470,1,50
57965,12,4,676,342,1,50
57969,12,4,680,342,2,50
58223,12,4,670,346,1,50
58551,12,4,684,350,1,50
59031,12,4,668,355,1,50
59040,12,4,677,355,1,50
59534,12,4,673,359,1,50
60603,12,4,708,366,1,50
60629,12,4,734,366,2,50
60748,12,4,703,367,3,50
61055,12,4,710,369,1,50
62078,12,4,679,376,1,50
62562,12,4,708,379,1,50
62830,12,4,674,381,1,50
63195,12,4,591,384,1,50
63427,12,4,673,385,2,50
64203,12,4,691,390,1,50
64354,12,4,697,391,1,50
64715,12,4,644,394,1,50
64859,12,4,657,395,1,50
65240,12,4,658,398,1,50
65396,12,4,691,399,1,50
65873,12,4,693,403,3,50
66411,12,4,676,408,2,50
66470,12,4,625,409,1,50
66747,12,4,687,411,1,50
66947,12,4,671,413,2,50
66978,12,4,702,413,1,50
67018,12,4,632,414,1,50
67066,12,4,680,414,3,50
67144,12,4,650,415,1,50
67251,12,4,649,416,1,50
67275,12,4,673,416,1,50
67365,12,4,652,417,1,50
67593,12,4,654,419,3,50
67914,12,4,626,422,2,50
67979,12,4,691,422,1,50
68221,12,4,686,424,3,50
68230,12,4,695,424,3,50
68572,12,4,631,427,1,50
68863,12,4,621,429,2,50
69382,12,4,622,433,2,50
70583,12,4,605,443,2,50
70734,12,4,644,444,2,50
70804,12,4,608,445,1,50
71565,12,2,576,230,4,50
73231,12,2,553,276,1,50
73311,12,2,557,277,3,50
73428,12,2,596,278,2,50
73595,12,2,533,281,1,50
75174,12,2,529,297,1,50
75220,12,2,575,297,2,50
75228,12,2,583,297,1,50
75453,12,2,556,299,1,50
76035,12,2,540,304,1,50
76138,12,2,532,305,2,50
76489,12,2,548,308,1,50
76994,12,2,599,312,2,50
77053,12,2,542,313,1,50
77272,12,2,529,315,2,50
77340,12,2,597,315,1,50
77525,12,2,540,317,1,50
78854,12,2,558,328,1,50
78884,12,2,588,328,4,50
79187,12,2,560,331,3,50
79498,12,2,556,334,3,50
79779,12,2,545,337,4,50
79788,12,2,554,337,1,50
79889,12,2,561,338,1,50
79934,12,2,514,339,1,50
79965,12,2,545,339,1,50
81447,12,2,569,359,2,50
82285,12,2,519,388,2,50
83553,12,2,483,423,2,50
83708,12,2,482,426,1,50
84635,12,2,516,441,2,50
84643,12,2,461,442,1,50
84822,12,2,515,444,1,50
85124,12,2,461,450,1,50
85237,12,2,468,452,3,50
85754,12,5,520,462,1,50
86107,12,5,551,467,1,50
86153,12,5,597,467,1,50
86443,12,5,617,470,2,50
86545,12,5,611,471,2,50
87121,12,5,618,476,4,50
87138,12,5,478,477,1,50
87227,12,5,605,477,1,50
87640,12,5,623,480,2,50
87756,12,5,605,481,2,50
87995,12,5,574,483,2,50
88139,12,5,583,484,1,50
88164,12,5,608,484,4,50
88304,12,5,610,485,3,50
88828,12,5,578,489,3,50
89341,12,5,546,493,3,50
89774,12,5,579,496,1,50
90077,12,5,619,498,2,50
90422,12,5,575,501,2,50
90691,12,5,585,503,2,50
90946,12,5,582,505,1,50
90999,12,5,635,505,2,50
91075,12,5,582,506,1,50
91560,12,5,545,510,3,50
92076,12,5,540,514,1,50
93017,12,5,573,521,1,50
93286,12,5,576,523,1,50
93891,12,5,616,527,2,50
93970,12,5,537,528,1,50
94220,12,5,618,529,3,50
94911,12,5,623,533,3,50
95231,12,5,611,535,1,50
95459,12,5,527,537,1,50
95489,12,5,557,537,1,50
95652,12,5,574,538,3,50
95683,12,5,605,538,1,50
95778,12,5,555,539,2,50
96337,12,5,562,543,1,50
96357,12,5,582,543,1,50
96607,12,5,567,545,1,50
97381,12,5,583,551,1,50
97487,12,5,567,552,2,50
98092,12,5,577,557,1,50
98555,12,5,590,561,1,50
98806,12,5,518,564,1,50
99018,12,5,524,566,1,50
1677,13,6,209,127,2,50
1678,13,6,210,127,1,50
2457,13,6,225,139,1,50
3907,13,6,206,170,2,50
5255,13,6,210,195,1,50
5563,13,6,208,199,4,50
5618,13,6,179,200,4,50
5787,13,6,175,202,2,50
5960,13,6,173,204,2,50
6136,13,6,174,206,4,50
6407,13,6,185,209,1,50
6657,13,6,178,212,1,50
7167,13,6,199,218,1,50
7171,13,6,203,218,1,50
7336,13,6,200,220,1,50
7404,13,6,180,221,2,50
7609,13,6,209,223,1,50
7915,13,6,244,226,1,50
7917,13,6,246,226,2,50
7927,13,6,166,227,1,50
8217,13,6,193,230,2,50
8467,13,6,192,233,1,50
8475,13,6,200,233,1,50
8574,13,6,217,234,2,50
8628,13,6,191,235,1,50
8802,13,6,207,237,1,50
8935,13,6,181,239,3,50
8965,13,6,211,239,1,50
9916,13,6,207,250,1,50
13799,13,6,227,288,1,50
13807,13,6,235,288,1,50
13968,13,6,227,290,1,50
14034,13,6,226,291,1,50
14139,13,6,224,293,1,50
14183,13,6,227,294,1,50
15509,13,7,795,409,1,50
16125,13,7,741,420,2,50
16314,13,7,743,423,1,50
16395,13,7,759,424,1,50
16594,13,7,748,427,1,50
16724,13,7,737,429,2,50
16725,13,7,738,429,2,50
16805,13,7,745,430,1,50
16809,13,7,749,430,1,50
16812,13,7,752,430,2,50
16883,13,7,749,431,1,50
17105,13,7,754,434,2,50
17238,13,7,737,436,1,50
17239,13,7,738,436,1,50
18206,13,7,733,447,3,50
19126,13,7,713,455,1,50
19818,13,7,672,460,2,50
21052,13,7,800,469,1,50
22034,13,7,776,477,2,50
22488,13,7,827,480,3,50
22635,13,7,837,481,1,50
23466,13,7,773,487,1,50
24211,13,7,661,492,1,50
24217,13,7,667,492,1,50
24324,13,7,805,492,2,50
25161,13,7,766,497,4,50
25675,13,7,734,500,1,50
26065,13,7,769,502,1,50
26067,13,7,771,502,3,50
26068,13,7,772,502,3,50
27490,13,7,751,511,1,50
28122,13,7,757,519,1,50
28127,13,7,762,519,4,50
28294,13,7,764,523,1,50
28851,13,3,776,235,1,50
29342,13,3,830,246,1,50
30595,13,3,739,264,1,50
30673,13,3,836,264,2,50
30766,13,3,817,265,2,50
30883,13,3,818,266,1,50
31234,13,3,798,269,1,50
31342,13,3,778,270,2,50
31529,13,3,836,271,1,50
31690,13,3,738,273,2,50
31877,13,3,795,274,1,50
32193,13,3,851,276,1,50
32689,13,3,821,280,2,50
33961,13,3,838,289,4,50
34107,13,3,838,290,1,50
34913,13,3,756,296,1,50
35058,13,3,752,297,2,50
35609,13,3,860,300,3,50
35936,13,3,746,303,2,50
36009,13,3,819,303,3,50
36575,13,3,794,307,1,50
36771,13,3,841,308,1,50
36796,13,3,718,309,1,50
37704,13,3,729,315,2,50
38344,13,3,781,319,1,50
38855,13,3,858,322,1,50
39045,13,3,762,324,3,50
39184,13,3,763,325,2,50
39272,13,3,851,325,2,50
39555,13,3,756,328,3,50
39645,13,3,846,328,2,50
39669,13,3,765,329,2,50
39707,13,3,803,329,1,50
39816,13,3,807,330,1,50
40367,13,3,847,335,2,50
40929,13,3,832,341,1,50
41037,13,3,846,342,3,50
41322,13,3,848,345,2,50
41589,13,3,835,348,2,50
42025,13,3,798,353,3,50
42120,13,3,801,354,2,50
42500,13,3,805,359,1,50
44578,13,1,161,343,4,50
45340,13,1,188,350,1,50
45414,13,1,156,351,1,50
45543,13,1,182,352,4,50
45914,13,1,261,355,4,50
46047,13,1,272,356,1,50
46383,13,1,231,359,1,50
46867,13,1,160,363,1,50
46889,13,1,182,363,1,50
46954,13,1,257,363,2,50
46958,13,1,261,363,3,50
47035,13,1,185,364,1,50
47187,13,1,188,365,2,50
47269,13,1,272,365,2,50
48095,13,1,169,371,1,50
48587,13,1,190,374,2,50
49732,13,1,226,381,1,50
49779,13,1,273,381,1,50
51393,13,1,183,394,1,50
51487,13,1,181,395,1,50
51575,13,1,180,396,2,50
51762,13,1,190,398,1,50
52087,13,1,172,402,1,50
52101,13,1,186,402,1,50
52317,13,1,236,404,2,50
52664,13,1,187,409,1,50
52667,13,1,191,409,1,50
52923,13,1,233,412,2,50
53898,13,1,271,424,1,50
53993,13,1,275,425,2,50
54169,13,1,268,427,2,50
54254,13,1,264,428,1,50
54270,13,1,280,428,3,50
54291,13,1,210,429,2,50
54295,13,1,214,429,1,50
54349,13,1,268,429,2,50
54429,13,1,261,430,1,50
54434,13,1,266,430,3,50
55034,13,1,255,439,3,50
55112,13,1,251,441,2,50
55114,13,1,253,441,1,50
55148,13,1,249,442,2,50
56293,13,1,252,465,1,50
56436,13,1,242,468,4,50
57868,13,4,642,341,2,50
57964,13,4,675,342,1,50
58328,13,4,703,347,1,50
58552,13,4,685,350,1,50
58555,13,4,688,350,1,50
58734,13,4,680,352,2,50
58735,13,4,681,352,1,50
58926,13,4,671,354,3,50
59035,13,4,672,355,1,50
59164,13,4,686,356,1,50
59283,13,4,687,357,1,50
59285,13,4,689,357,1,50
59849,13,4,699,361,2,50
60009,13,4,711,362,1,50
60298,13,4,702,364,1,50
60414,13,4,669,365,4,50
60755,13,4,710,367,2,50
60819,13,4,624,368,2,50
62024,13,4,625,376,2,50
62629,13,4,622,380,1,50
62720,13,4,713,380,1,50
62829,13,4,673,381,2,50
63707,13,4,643,387,3,50
64200,13,4,688,390,1,50
64264,13,4,607,391,2,50
64755,13,4,684,394,3,50
64789,13,4,549,395,1,50
65514,13,4,688,400,1,50
65524,13,4,698,400,1,50
66314,13,4,690,407,2,50
66471,13,4,626,409,1,50
66536,13,4,691,409,2,50
66690,13,4,630,411,1,50
66695,13,4,635,411,1,50
66798,13,4,631,412,1,50
67170,13,4,676,415,3,50
67567,13,4,628,419,1,50
67644,13,4,705,419,1,50
67727,13,4,674,420,2,50
67821,13,4,652,421,2,50
67973,13,4,685,422,1,50
68713,13,4,625,428,3,50
68775,13,4,687,428,4,50
69214,13,4,581,432,1,50
69506,13,4,621,434,1,50
70582,13,4,604,443,1,50
71028,13,4,638,447,1,50
71654,13,2,578,234,1,50
71675,13,2,579,235,1,50
72713,13,2,551,268,1,50
72831,13,2,550,270,1,50
73653,13,2,591,281,2,50
74272,13,2,583,289,1,50
75246,13,2,655,297,1,50
75467,13,2,570,299,2,50
75909,13,2,526,303,1,50
75912,13,2,529,303,1,50
75916,13,2,533,303,1,50
76698,13,2,531,310,1,50
77148,13,2,524,314,2,50
78295,13,2,585,323,4,50
78415,13,2,586,324,1,50
78448,13,2,619,324,3,50
78620,13,2,557,326,1,50
78742,13,2,563,327,2,50
78886,13,2,590,328,2,50
78968,13,2,557,329,1,50
79180,13,2,553,331,2,50
79395,13,2,556,333,1,50
79638,13,2,616,335,1,50
79644,13,2,622,335,1,50
79881,13,2,553,338,1,50
80276,13,2,518,343,1,50
80326,13,2,568,343,3,50
80385,13,2,548,344,1,50
80395,13,2,558,344,1,50
80629,13,2,561,347,2,50
80817,13,2,529,350,3,50
80871,13,2,511,351,1,50
81223,13,2,534,356,3,50
81638,13,2,513,363,1,50
83281,13,2,521,417,1,50
83481,13,2,515,421,1,50
83552,13,2,482,423,1,50
84698,13,2,516,442,1,50
84737,13,2,491,443,1,50
84821,13,2,514,444,3,50
84895,13,2,465,446,1,50
84965,13,2,475,447,1,50
85063,13,2,457,449,1,50
85168,13,2,505,450,1,50
85834,13,5,524,464,1,50
85836,13,5,526,464,1,50
86238,13,5,598,468,1,50
86663,13,5,620,472,2,50
86824,13,5,553,474,2,50
87113,13,5,610,476,1,50
87369,13,5,620,478,1,50
87483,13,5,602,479,1,50
87632,13,5,615,480,1,50
87866,13,5,580,482,1,50
88179,13,5,623,484,1,50
89614,13,5,551,495,3,50
89655,13,5,592,495,1,50
89781,13,5,586,496,1,50
90352,13,5,634,500,1,50
92115,13,5,579,514,4,50
92231,13,5,567,515,1,50
92497,13,5,574,517,2,50
92621,13,5,568,518,1,50
92626,13,5,573,518,1,50
94637,13,5,519,532,1,50
95314,13,5,532,536,2,50
95358,13,5,576,536,3,50
95486,13,5,554,537,1,50
96219,13,5,578,542,1,50
96557,13,5,517,545,3,50
96748,13,5,578,546,1,50
96750,13,5,580,546,2,50
96988,13,5,563,548,2,50
97311,13,5,513,551,1,50
97613,13,5,571,553,1,50
98082,13,5,567,557,1,50
98085,13,5,570,557,2,50
98201,13,5,572,558,2,50
99219,13,5,522,568,1,50
99714,13,5,554,573,1,50
2545,14,6,221,141,1,50
2590,14,6,220,142,1,50
3541,14,6,192,163,3,50
5155,14,6,183,194,2,50
5332,14,6,212,196,2,50
5526,14,6,171,199,2,50
5647,14,6,208,200,1,50
5648,14,6,209,200,2,50
5746,14,6,222,201,1,50
6047,14,6,172,205,1,50
6570,14,6,176,211,3,50
7011,14,6,206,216,1,50
7430,14,6,206,221,2,50
7468,14,6,244,221,2,50
7494,14,6,182,222,1,50
7506,14,6,194,222,1,50
7645,14,6,245,223,1,50
7784,14,6,203,225,3,50
7886,14,6,215,226,2,50
8002,14,6,241,227,1,50
8111,14,6,174,229,2,50
8234,14,6,210,230,1,50
8619,14,6,182,235,1,50
8639,14,6,202,235,2,50
8780,14,6,185,237,1,50
9288,14,6,200,243,3,50
10111,14,6,212,252,2,50
10400,14,6,207,255,2,50
10828,14,6,226,259,2,50
11190,14,6,171,263,1,50
11563,14,6,224,266,2,50
11564,14,6,225,266,2,50
11673,14,6,226,267,4,50
12156,14,6,166,272,1,50
12618,14,6,203,276,1,50
13030,14,6,204,280,1,50
13319,14,6,204,283,1,50
13886,14,6,225,289,1,50
14277,14,6,231,300,1,50
14649,14,7,742,396,2,50
14903,14,7,778,400,2,50
16201,14,7,757,421,2,50
16210,14,7,766,421,1,50
16266,14,7,759,422,2,50
16297,14,7,790,422,1,50
16461,14,7,756,425,1,50
16496,14,7,791,425,1,50
16764,14,7,777,429,3,50
16954,14,7,749,432,1,50
16977,14,7,772,432,2,50
17107,14,7,756,434,3,50
17161,14,7,736,435,1,50
17199,14,7,774,435,2,50
17667,14,7,738,441,1,50
18789,14,7,819,452,1,50
18970,14,7,711,454,1,50
20620,14,7,742,466,2,50
21122,14,7,747,470,1,50
21167,14,7,792,470,1,50
21365,14,7,741,472,1,50
21759,14,7,759,475,1,50
22616,14,7,818,481,1,50
22701,14,7,762,482,1,50
23056,14,7,824,484,1,50
23086,14,7,656,485,1,50
24393,14,7,678,493,1,50
24446,14,7,758,493,1,50
24555,14,7,674,494,1,50
24634,14,7,775,494,2,50
24804,14,7,772,495,1,50
24841,14,7,809,495,1,50
25750,14,7,809,500,4,50
26441,14,7,802,504,1,50
26611,14,7,806,505,3,50
27107,14,7,811,508,1,50
27494,14,7,755,511,3,50
27729,14,7,753,513,1,50
27821,14,7,755,514,2,50
27899,14,7,751,515,2,50
28027,14,7,762,517,3,50
28077,14,7,761,518,3,50
29446,14,3,770,248,1,50
30217,14,3,843,259,3,50
30469,14,3,841,262,1,50
30572,14,3,841,263,1,50
30900,14,3,835,266,1,50
30933,14,3,743,267,1,50
31019,14,3,834,267,1,50
31033,14,3,848,267,1,50
31154,14,3,845,268,1,50
31278,14,3,842,269,2,50
32048,14,3,836,275,2,50
32180,14,3,838,276,1,50
32320,14,3,847,277,1,50
32524,14,3,788,279,1,50
33067,14,3,795,283,1,50
33452,14,3,761,286,2,50
33787,14,3,808,288,1,50
33926,14,3,803,289,2,50
34498,14,3,786,293,1,50
34677,14,3,816,294,1,50
35765,14,3,722,302,1,50
36576,14,3,795,307,1,50
37600,14,3,775,314,1,50
37702,14,3,727,315,2,50
38152,14,3,736,318,2,50
38407,14,3,844,319,2,50
38915,14,3,775,323,2,50
39107,14,3,824,324,1,50
39406,14,3,847,326,2,50
39511,14,3,825,327,1,50
39674,14,3,770,329,2,50
39884,14,3,771,331,3,50
39911,14,3,798,331,1,50
40120,14,3,801,333,1,50
40167,14,3,848,333,1,50
40178,14,3,759,334,1,50
40267,14,3,848,334,1,50
40393,14,3,775,336,2,50
40854,14,3,851,340,2,50
41034,14,3,843,342,1,50
41042,14,3,851,342,4,50
41136,14,3,850,343,2,50
41144,14,3,858,343,1,50
41238,14,3,858,344,1,50
41311,14,3,837,345,1,50
41498,14,3,837,347,1,50
41601,14,3,847,348,1,50
41755,14,3,811,350,1,50
42596,14,3,805,361,1,50
44100,14,1,146,338,2,50
44807,14,1,182,345,2,50
45447,14,1,189,351,2,50
45650,14,1,185,353,1,50
45881,14,1,228,355,1,50
46202,14,1,157,358,1,50
46227,14,1,182,358,1,50
46232,14,1,187,358,1,50
46423,14,1,271,359,3,50
46479,14,1,176,360,1,50
46498,14,1,195,360,1,50
46551,14,1,269,360,2,50
46903,14,1,196,363,1,50
47413,14,1,262,366,2,50
47578,14,1,272,367,2,50
47767,14,1,151,369,4,50
47909,14,1,293,369,2,50
48218,14,1,292,371,2,50
48261,14,1,179,372,1,50
51434,14,1,224,394,1,50
51576,14,1,181,396,1,50
51851,14,1,192,399,2,50
52189,14,1,190,403,1,50
52508,14,1,187,407,1,50
52787,14,1,238,410,1,50
53488,14,1,265,419,1,50
54161,14,1,260,427,1,50
54428,14,1,260,430,3,50
54937,14,1,260,437,1,50
55031,14,1,252,439,1,50
55265,14,1,246,445,3,50
55398,14,1,231,448,1,50
56590,14,1,239,472,1,50
57962,14,4,673,342,4,50
58468,14,4,687,349,1,50
58931,14,4,676,354,1,50
59235,14,4,639,357,2,50
60115,14,4,668,363,1,50
60328,14,4,732,364,1,50
60598,14,4,703,366,2,50
60608,14,4,713,366,4,50
61367,14,4,722,371,1,50
61808,14,4,711,374,2,50
62628,14,4,621,380,1,50
62634,14,4,627,380,2,50
62979,14,4,674,382,3,50
64209,14,4,697,390,3,50
64790,14,4,550,395,1,50
65420,14,4,546,400,3,50
65512,14,4,686,400,2,50
65755,14,4,690,402,1,50
65888,14,4,544,404,2,50
66113,14,4,546,406,1,50
66527,14,4,682,409,3,50
66631,14,4,679,410,1,50
66734,14,4,674,411,1,50
66745,14,4,685,411,1,50
66857,14,4,690,412,1,50
67082,14,4,696,414,2,50
67169,14,4,675,415,1,50
67183,14,4,689,415,2,50
67738,14,4,685,420,1,50
68211,14,4,676,424,2,50
68216,14,4,681,424,3,50
68481,14,4,681,426,2,50
69147,14,4,642,431,1,50
69148,14,4,643,431,2,50
69465,14,4,580,434,2,50
70342,14,4,602,441,1,50
70478,14,4,617,442,1,50
71613,14,2,579,232,2,50
72021,14,2,589,250,1,50
72891,14,2,548,271,2,50
73025,14,2,553,273,2,50
74998,14,2,655,295,1,50
75074,14,2,553,296,1,50
75305,14,2,535,298,2,50
75383,14,2,666,298,2,50
75410,14,2,693,298,1,50
75583,14,2,558,300,1,50
75803,14,2,535,302,4,50
76031,14,2,536,304,1,50
76253,14,2,534,306,1,50
77461,14,2,598,316,3,50
77465,14,2,602,316,1,50
77534,14,2,549,317,2,50
77765,14,2,536,319,3,50
77767,14,2,538,319,2,50
78120,14,2,530,322,1,50
78735,14,2,556,327,2,50
78891,14,2,595,328,1,50
78971,14,2,560,329,4,50
79239,14,2,625,331,1,50
79286,14,2,553,332,2,50
79393,14,2,554,333,2,50
79399,14,2,560,333,1,50
79698,14,2,559,336,1,50
79970,14,2,550,339,1,50
80430,14,2,515,345,1,50
80510,14,2,518,346,4,50
81009,14,2,512,353,1,50
81507,14,2,567,360,1,50
83026,14,2,513,412,1,50
84192,14,2,509,434,3,50
84393,14,2,462,438,1,50
84585,14,2,466,441,1,50
84651,14,2,469,442,3,50
84709,14,2,463,443,1,50
84775,14,2,468,444,1,50
84835,14,2,467,445,1,50
85496,14,2,472,458,1,50
85910,14,5,522,465,1,50
86154,14,5,598,467,1,50
86376,14,5,548,470,1,50
86426,14,5,598,470,1,50
86767,14,5,611,473,1,50
87080,14,5,577,476,1,50
87500,14,5,619,479,4,50
87636,14,5,619,480,1,50
88171,14,5,615,484,2,50
88275,14,5,581,485,2,50
88305,14,5,611,485,4,50
88456,14,5,623,486,1,50
88458,14,5,625,486,2,50
88818,14,5,568,489,1,50
89410,14,5,615,493,2,50
89955,14,5,628,497,1,50
90479,14,5,632,501,1,50
90681,14,5,575,503,1,50
91473,14,5,589,509,1,50
91822,14,5,545,512,1,50
93328,14,5,618,523,3,50
93419,14,5,578,524,1,50
93465,14,5,624,524,1,50
93887,14,5,612,527,1,50
94676,14,5,558,532,3,50
95465,14,5,533,537,3,50
95488,14,5,556,537,1,50
95510,14,5,578,537,1,50
96081,14,5,577,541,1,50
96223,14,5,582,542,2,50
96858,14,5,560,547,4,50
97378,14,5,580,551,2,50
97506,14,5,586,552,1,50
97644,14,5,602,553,1,50
97742,14,5,579,554,1,50
97871,14,5,590,555,1,50
98068,14,5,553,557,3,50
98103,14,5,588,557,1,50
98333,14,5,590,559,1,50
98649,14,5,576,562,1,50
99218,14,5,521,568,1,50
1251,15,6,206,122,1,50
1680,15,6,212,127,1,50
2453,15,6,221,139,2,50
2872,15,6,216,148,3,50
3004,15,6,209,151,2,50
4075,15,6,168,174,1,50
4127,15,6,170,175,3,50
4299,15,6,187,178,1,50
5088,15,6,184,193,2,50
5158,15,6,186,194,1,50
6247,15,6,199,207,2,50
6568,15,6,174,211,1,50
6679,15,6,200,212,4,50
7488,15,6,176,222,2,50
8034,15,6,184,228,3,50
8196,15,6,172,230,1,50
8630,15,6,193,235,2,50
8939,15,6,185,239,4,50
9022,15,6,186,240,3,50
